Date,Open,High,Low,Close,Adj Close,Volume,Returns,Short Term Reversal,Stock Momentum,Long Term Reversal,Market_Beta,Turnover Volatility,Dividends,Total Returns,Total Return Volatility,SMA_5,SMA_20,SMA_50,SMA_252,adv20,VWAP,log_returns,volatility_30,volatility_60,annual_volatility,RSI(2),RSI(7),RSI(14),CCI(30),CCI(50),CCI(100),BBWidth,Williams
2000-02-02,17.0625,17.4375,17.0625,17.1875,12.926924705505373,720000,0.9963770614114076,0.014760147601476,0.014760147601476,0.049618320610687,0.1088855001551816,236087.00983011816,0.0,-0.0036231884057971,0.0308485191014547,16.8,17.471875,16.51625,18.18923611111111,612260.0,18.336721824174532,-0.0036297680505787966,0.14991471476893548,0.21614183726367658,0.46402441267980027,68.19306945892454,51.73906901355659,52.12149061992364,18.572880207745335,56.43163987313543,97.06502068955525,0.15739410312463392,-62.5
2000-02-03,17.125,17.3125,16.4375,16.6875,12.550868034362791,542600,0.9709090383281632,0.0229885057471264,0.0229885057471264,-0.0183823529411765,0.1005224173080397,235552.86790643705,0.0,-0.029090909090909,0.0304618103444293,16.875,17.45625,16.52875,18.175099206349206,604210.0,18.33131478454748,-0.029522439266321587,0.15367075037495803,0.2175949469485944,0.4645189331406006,29.1462933365013,43.14910813866767,47.61615281251506,-21.21212121212103,20.936044919200146,72.09212018038365,0.16089959630913866,-71.73913043478261
2000-02-04,16.6875,16.875,16.25,16.375,12.315831184387209,336700,0.9812732594006978,-0.0296296296296296,-0.0296296296296296,-0.0507246376811594,0.1010141072355222,233976.22371334635,0.0,-0.0187265917602996,0.0305012243364069,16.775,17.4125,16.53875,18.15749007936508,577480.0,18.327342869995395,-0.01890415463915307,0.15362580052572902,0.21872750864574422,0.46400754725785975,16.987598732103862,38.489574102561676,44.99815123563178,-54.8312883435584,-5.6558738065586125,53.681854849826394,0.1704158717770767,-82.22222222222221
2000-02-07,16.75,16.875,16.4375,16.5625,12.456852912902832,377700,1.0114504434499232,0.0114503816793893,0.0114503816793893,-0.0535714285714286,0.1007931566408837,225847.8795794336,0.0,0.0114503816793893,0.0304212649220384,16.8125,17.365625,16.55,18.139880952380953,551855.0,18.323332512608676,0.01138532222512545,0.15390376830700855,0.21821161374037557,0.46406570949807346,44.6802728158455,42.812426199451934,46.885132703767674,-49.04065476989118,3.5887470896136606,60.346546415323296,0.17627256056828797,-75.0
2000-02-08,16.5,17.0,16.25,16.9375,12.738900184631348,903300,1.022641936426525,-0.0181159420289854,-0.0181159420289854,-0.0906040268456376,0.1074811887936861,226043.65175779664,0.0,0.0226415094339622,0.026836768617464,16.75,17.28125,16.56875,18.12202380952381,551975.0,18.315841871202537,0.022388994893478564,0.15513035700217984,0.20792404884190915,0.46415162711389696,76.30225005251573,50.869058044119974,50.53990224505634,-44.87632508833946,11.124316447010187,65.76952304163083,0.16437540251434346,-50.0
2000-02-09,16.875,16.9375,15.875,15.9375,11.986785888671877,505600,0.9409592441216512,-0.0727272727272727,-0.0727272727272727,-0.1237113402061855,0.1386782766008403,222206.38675742308,0.0,-0.059040590405904,0.029237834566113,16.5,17.16875,16.5725,18.10342261904762,558860.0,18.30866813065925,-0.06085527572127436,0.16758478687854803,0.2173728710633501,0.4664893866858134,18.84633889282138,35.36758983511639,42.200820891619216,-99.73618642825754,-30.520454058684887,38.58159778669415,0.1716496589209826,-97.05882352941177
2000-02-10,16.0625,16.125,15.4375,15.625,11.751748085021973,509500,0.9803919244213726,-0.0636704119850187,-0.0636704119850187,-0.1319444444444444,0.1371474101291653,215336.61403046455,0.0,-0.0196078431372549,0.0293806142787593,16.2875,17.05,16.5625,18.083333333333332,568405.0,18.30053572076442,-0.019802627296179764,0.16048307355196198,0.21841170988701117,0.4668488916868322,12.815167449776045,31.831135307523674,39.98073734837505,-149.26333857817184,-74.01187591230523,9.372155523815312,0.18428343285830856,-92.3076923076923
2000-02-11,15.625,15.875,15.0,15.0,11.281678199768066,676200,0.960000003246068,-0.0839694656488549,-0.0839694656488549,-0.1999999999999999,0.1571241742833296,165261.23849036242,0.0,-0.04,0.0279539486724403,16.0125,16.8625,16.54375,18.063492063492063,543730.0,18.287314769014777,-0.040821994520255256,0.16486796069000112,0.2198253110974212,0.4673951674260611,5.620508019289458,25.809448961222376,35.91163784169235,-180.9290953545231,-108.96655045434827,-15.250281013370026,0.19111390769693426,-100.0
2000-02-14,15.25,16.125,15.125,15.875,11.939773559570312,290400,1.0583331086163914,-0.0415094339622641,-0.0415094339622641,-0.1241379310344827,0.1594191659207486,170562.28211110274,0.0,0.0583333333333333,0.0313591661844841,15.875,16.75,16.54375,18.049107142857142,523605.0,18.283172033218232,0.056695343676545384,0.17529091552238224,0.22340318767873749,0.4703223000001195,63.304576879465785,43.322182678235905,44.43756299743193,-133.3640068358091,-73.61774648674313,9.035910046519456,0.185472041193537,-64.1025641025641
2000-02-15,15.9375,16.4375,15.9375,16.0,12.03378963470459,475500,1.007874192476533,-0.055350553505535,-0.055350553505535,-0.1292517006802721,0.1609174345391581,170377.97948894944,0.0,0.0078740157480314,0.0311886102395022,15.6875,16.63125,16.5475,18.034474206349206,518470.0,18.27676987640896,0.007843177461025697,0.17384182053558328,0.22227497793739093,0.4702871955278203,68.75992291970063,45.46758538934187,45.551938128549,-89.34049079754612,-39.491637478724215,32.62753771410872,0.16645530343062126,-58.97435897435898
