Date,Open,High,Low,Close,Adj Close,Volume,Market Returns
1999-01-05,1228.0999755859375,1246.1099853515625,1228.0999755859375,1244.780029296875,1244.780029296875,775000000,0.013581999871776995
1999-01-06,1244.780029296875,1272.5,1244.780029296875,1272.3399658203125,1272.3399658203125,986900000,0.022140407039631604
1999-01-07,1272.3399658203125,1272.3399658203125,1257.6800537109375,1269.72998046875,1269.72998046875,863000000,-0.002051327020824778
1999-01-08,1269.72998046875,1278.239990234375,1261.8199462890625,1275.0899658203125,1275.0899658203125,937800000,0.004221358425815724
1999-01-11,1275.0899658203125,1276.219970703125,1253.3399658203125,1263.8800048828125,1263.8800048828125,818000000,-0.008791505884283457
1999-01-12,1263.8800048828125,1264.449951171875,1238.2900390625,1239.510009765625,1239.510009765625,800200000,-0.01928188991283797
1999-01-13,1239.510009765625,1247.75,1205.4599609375,1234.4000244140625,1234.4000244140625,931500000,-0.004122584982213073
1999-01-14,1234.4000244140625,1236.81005859375,1209.5400390625,1212.18994140625,1212.18994140625,797200000,-0.01799261387600426
1999-01-15,1212.18994140625,1243.260009765625,1212.18994140625,1243.260009765625,1243.260009765625,798100000,0.025631353056214
1999-01-19,1243.260009765625,1253.27001953125,1234.9100341796875,1252.0,1252.0,785500000,0.007029897339031033
1999-01-20,1252.0,1274.0699462890625,1251.5400390625,1256.6199951171875,1256.6199951171875,905700000,0.0036900919466353876
1999-01-21,1256.6199951171875,1256.93994140625,1232.18994140625,1235.1600341796875,1235.1600341796875,871800000,-0.017077526237753937
1999-01-22,1235.1600341796875,1236.4100341796875,1217.969970703125,1225.18994140625,1225.18994140625,785900000,-0.008071903638024458
1999-01-25,1225.18994140625,1233.97998046875,1219.4599609375,1233.97998046875,1233.97998046875,723900000,0.007174429666318538
1999-01-26,1233.97998046875,1253.25,1233.97998046875,1252.31005859375,1252.31005859375,896400000,0.014854437199246062
1999-01-27,1252.31005859375,1262.6099853515625,1242.8199462890625,1243.1700439453125,1243.1700439453125,893800000,-0.007298523704825199
1999-01-28,1243.1700439453125,1266.4000244140625,1243.1700439453125,1265.3699951171875,1265.3699951171875,848800000,0.017857533874787945
1999-01-29,1265.3699951171875,1280.3699951171875,1255.1800537109375,1279.6400146484375,1279.6400146484375,917000000,0.011277349381062507
1999-02-01,1279.6400146484375,1283.75,1271.31005859375,1273.0,1273.0,799400000,-0.005188970782741387
1999-02-02,1273.0,1273.489990234375,1247.56005859375,1261.989990234375,1261.989990234375,845500000,-0.008648868629713258
1999-02-03,1261.989990234375,1276.0400390625,1255.27001953125,1272.0699462890625,1272.0699462890625,876500000,0.00798735024262398
1999-02-04,1272.0699462890625,1272.22998046875,1248.3599853515625,1248.489990234375,1248.489990234375,854400000,-0.018536681983153502
1999-02-05,1248.489990234375,1251.8599853515625,1232.280029296875,1239.4000244140625,1239.4000244140625,872000000,-0.007280767880730954
1999-02-08,1239.4000244140625,1246.9300537109375,1231.97998046875,1243.77001953125,1243.77001953125,705400000,0.003525895619740149
1999-02-09,1243.77001953125,1243.969970703125,1215.6300048828125,1216.1400146484375,1216.1400146484375,736000000,-0.02221472173225858
1999-02-10,1216.1400146484375,1226.780029296875,1211.8900146484375,1223.550048828125,1223.550048828125,721400000,0.006093076529374519
1999-02-11,1223.550048828125,1254.050048828125,1223.18994140625,1254.0400390625,1254.0400390625,815800000,0.024919283247609947
1999-02-12,1254.0400390625,1254.0400390625,1225.530029296875,1230.1300048828125,1230.1300048828125,691500000,-0.019066404129777448
1999-02-16,1230.1300048828125,1252.1700439453125,1230.1300048828125,1241.8699951171875,1241.8699951171875,653760000,0.009543698786124155
1999-02-17,1241.8699951171875,1249.31005859375,1220.9200439453125,1224.030029296875,1224.030029296875,735100000,-0.014365405308491286
1999-02-18,1224.030029296875,1239.1300048828125,1220.699951171875,1237.280029296875,1237.280029296875,742400000,0.010824897823471957
1999-02-19,1237.280029296875,1247.9100341796875,1232.030029296875,1239.219970703125,1239.219970703125,700000000,0.0015679081212944812
1999-02-22,1239.219970703125,1272.219970703125,1239.219970703125,1272.1400146484375,1272.1400146484375,718500000,0.026565133490088932
1999-02-23,1272.1400146484375,1280.3800048828125,1263.3599853515625,1271.1800537109375,1271.1800537109375,781100000,-0.0007546032091171329
1999-02-24,1271.1800537109375,1283.8399658203125,1251.93994140625,1253.4100341796875,1253.4100341796875,782000000,-0.013979152268299266
1999-02-25,1253.4100341796875,1253.4100341796875,1225.010009765625,1245.02001953125,1245.02001953125,740500000,-0.00669375098303604
1999-02-26,1245.02001953125,1246.72998046875,1226.239990234375,1238.3299560546875,1238.3299560546875,784600000,-0.005373458556177546
1999-03-01,1238.3299560546875,1238.699951171875,1221.8800048828125,1236.1600341796875,1236.1600341796875,699500000,-0.0017522970064565158
1999-03-02,1236.1600341796875,1248.31005859375,1221.8699951171875,1225.5,1225.5,753600000,-0.008623506572724149
1999-03-03,1225.5,1231.6300048828125,1216.030029296875,1227.699951171875,1227.699951171875,751700000,0.0017951457950835525
1999-03-04,1227.699951171875,1247.739990234375,1227.699951171875,1246.6400146484375,1246.6400146484375,770900000,0.01542727395116672
1999-03-05,1246.6400146484375,1275.72998046875,1246.6400146484375,1275.469970703125,1275.469970703125,834900000,0.023126127603739555
1999-03-08,1275.469970703125,1282.739990234375,1271.5799560546875,1282.72998046875,1282.72998046875,714600000,0.005692027199686089
1999-03-09,1282.72998046875,1293.739990234375,1275.1099853515625,1279.8399658203125,1279.8399658203125,803700000,-0.0022530187119984557
1999-03-10,1279.8399658203125,1287.02001953125,1275.1600341796875,1286.8399658203125,1286.8399658203125,841900000,0.00546943382527787
1999-03-11,1286.8399658203125,1306.4300537109375,1286.8399658203125,1297.6800537109375,1297.6800537109375,904800000,0.008423804185872408
1999-03-12,1297.6800537109375,1304.4200439453125,1289.1700439453125,1294.5899658203125,1294.5899658203125,825800000,-0.002381240184580413
1999-03-15,1294.5899658203125,1307.469970703125,1291.030029296875,1307.260009765625,1307.260009765625,727200000,0.009786916537147805
1999-03-16,1307.260009765625,1311.1099853515625,1302.2900390625,1306.3800048828125,1306.3800048828125,751900000,-0.0006731674465971782
1999-03-17,1306.3800048828125,1306.550048828125,1292.6300048828125,1297.8199462890625,1297.8199462890625,752300000,-0.006552502764704982
1999-03-18,1297.8199462890625,1317.6199951171875,1294.75,1316.550048828125,1316.550048828125,831000000,0.014431973088885552
1999-03-19,1316.550048828125,1323.8199462890625,1298.9200439453125,1299.2900390625,1299.2900390625,914700000,-0.013110029338412432
1999-03-22,1299.2900390625,1303.8399658203125,1294.260009765625,1297.010009765625,1297.010009765625,658200000,-0.0017548270427133472
1999-03-23,1297.010009765625,1297.010009765625,1257.4599609375,1262.1400146484375,1262.1400146484375,811300000,-0.026884908254091733
1999-03-24,1262.1400146484375,1269.02001953125,1256.4300537109375,1268.5899658203125,1268.5899658203125,761900000,0.005110329358879895
1999-03-25,1268.5899658203125,1289.989990234375,1268.5899658203125,1289.989990234375,1289.989990234375,784200000,0.01686914211104029
1999-03-26,1289.989990234375,1289.989990234375,1277.25,1282.800048828125,1282.800048828125,707200000,-0.005573641238056148
1999-03-29,1282.800048828125,1311.760009765625,1282.800048828125,1310.1700439453125,1310.1700439453125,747900000,0.02133613507591514
1999-03-30,1310.1700439453125,1310.1700439453125,1295.469970703125,1300.75,1300.75,729000000,-0.0071899399538596365
1999-03-31,1300.75,1313.5999755859375,1285.8699951171875,1286.3699951171875,1286.3699951171875,924300000,-0.011055164238179871
1999-04-01,1286.3699951171875,1294.5400390625,1282.56005859375,1293.719970703125,1293.719970703125,703000000,0.005713733695466017
1999-04-05,1293.719970703125,1321.1199951171875,1293.719970703125,1321.1199951171875,1321.1199951171875,695800000,0.02117925442487434
1999-04-06,1321.1199951171875,1326.760009765625,1311.0699462890625,1317.8900146484375,1317.8900146484375,787500000,-0.0024448804655806677
1999-04-07,1317.8900146484375,1329.5799560546875,1312.5899658203125,1326.8900146484375,1326.8900146484375,816400000,0.006829097952002261
1999-04-08,1326.8900146484375,1344.0799560546875,1321.5999755859375,1343.97998046875,1343.97998046875,850500000,0.012879715448639084
1999-04-09,1343.97998046875,1351.219970703125,1335.239990234375,1348.3499755859375,1348.3499755859375,716100000,0.0032515328953510725
1999-04-12,1348.3499755859375,1358.68994140625,1333.47998046875,1358.6300048828125,1358.6300048828125,810800000,0.007624155065829807
1999-04-13,1358.6400146484375,1362.3800048828125,1344.030029296875,1349.8199462890625,1349.8199462890625,810900000,-0.0064845164335303185
1999-04-14,1349.8199462890625,1357.239990234375,1326.4100341796875,1328.43994140625,1328.43994140625,952000000,-0.015839153171199327
1999-04-15,1328.43994140625,1332.4100341796875,1308.3800048828125,1322.8499755859375,1322.8499755859375,1089800000,-0.004207917607773171
1999-04-16,1322.8599853515625,1325.030029296875,1311.4000244140625,1319.0,1319.0,1002300000,-0.0029103644834950204
1999-04-19,1319.0,1340.0999755859375,1284.47998046875,1289.47998046875,1289.47998046875,1214400000,-0.02238060616470816
1999-04-20,1289.47998046875,1306.300048828125,1284.2099609375,1306.1700439453125,1306.1700439453125,985400000,0.012943251333374928
1999-04-21,1306.1700439453125,1336.1199951171875,1301.8399658203125,1336.1199951171875,1336.1199951171875,920000000,0.022929595813888426
1999-04-22,1336.1199951171875,1358.8399658203125,1336.1199951171875,1358.8199462890625,1358.8199462890625,927900000,0.016989455479172078
1999-04-23,1358.8299560546875,1363.6500244140625,1348.449951171875,1356.8499755859375,1356.8499755859375,744900000,-0.001449765812243875
1999-04-26,1356.8499755859375,1363.56005859375,1353.719970703125,1360.0400390625,1360.0400390625,712000000,0.0023510804687045805
1999-04-27,1360.0400390625,1371.56005859375,1356.550048828125,1362.800048828125,1362.800048828125,891700000,0.0020293591999891447
1999-04-28,1362.800048828125,1368.6199951171875,1348.2900390625,1350.9100341796875,1350.9100341796875,951700000,-0.008724694909324149
1999-04-29,1350.9100341796875,1356.75,1336.81005859375,1342.8299560546875,1342.8299560546875,1003600000,-0.005981211124770791
1999-04-30,1342.8299560546875,1351.8299560546875,1314.5799560546875,1335.1800537109375,1335.1800537109375,936500000,-0.005696851123448199
1999-05-03,1335.1800537109375,1354.6300048828125,1329.010009765625,1354.6300048828125,1354.6300048828125,811400000,0.014567287099456427
1999-05-04,1354.6300048828125,1354.6400146484375,1330.6400146484375,1332.0,1332.0,933100000,-0.016705672250903802
1999-05-05,1332.0,1347.3199462890625,1317.43994140625,1347.31005859375,1347.31005859375,913500000,0.011494037983295735
