Date,Open,High,Low,Close,Adj Close,Volume,Returns,Short Term Reversal,Stock Momentum,Long Term Reversal,Market_Beta,Turnover Volatility,Dividends,Total Returns,Total Return Volatility,SMA_5,SMA_20,SMA_50,SMA_252,adv20,VWAP,log_returns,volatility_30,volatility_60,annual_volatility,RSI(2),RSI(7),RSI(14),CCI(30),CCI(50),CCI(100),BBWidth,Williams
2000-02-02,18.15625,18.25,17.78125,18.03125,18.03125,4076200,0.9863247863247864,-0.0253378378378378,-0.0253378378378378,0.2329059829059829,1.1145371131306354,5335596.114518336,0.0,-0.0136752136752136,0.0569801080321572,18.08125,18.14375,15.970625,10.510044642857142,9737240.0,11.64863248631335,-0.013769580723757002,0.2710672031362184,0.4166517337831451,0.6510341977093567,39.810071948392064,48.34627560059697,53.720462911052294,38.82896003554585,77.07516581601197,112.91665641897704,0.30007337948491564,-80.11049723756905
2000-02-03,18.375,19.6875,18.15625,19.5,19.5,9523800,1.0814558058925476,0.0558375634517767,0.0558375634517767,0.3,1.1334582143859362,5323793.111959496,0.0,0.0814558058925476,0.0590126777085789,18.2875,18.36875,16.09125,10.54985119047619,9803200.0,11.706859438422434,0.07830810186132808,0.27967834043233936,0.42240726124777334,0.6472872637077751,88.44203597709955,61.95452520243852,60.351805347045584,73.5752587604439,110.72708653353807,134.36540296855787,0.25543919000903753,-54.14364640883977
2000-02-04,19.5,20.0625,19.1875,19.28125,19.28125,7109200,0.9887820512820512,0.0939716312056737,0.0939716312056737,0.205078125,1.1337901310153229,5340844.339112645,0.0,-0.0112179487179486,0.0579715537462204,18.61875,18.5328125,16.206875,10.593005952380953,9584190.0,11.748559752461423,-0.011281344464039833,0.2754857911150709,0.4220317279234222,0.6357826723664746,71.28550772153251,59.24257611317812,58.99593121606846,83.92323221997898,117.73947273192647,139.8182381284538,0.22597284634046633,-58.011049723756905
2000-02-07,19.28125,20.65625,19.0625,20.65625,20.65625,6056600,1.0713128038897892,0.1475694444444444,0.1475694444444444,0.2711538461538461,1.132507705978409,5395022.976927805,0.0,0.0713128038897892,0.0595258801471363,19.15,18.753125,16.3475,10.640997023809524,9459850.0,11.790144368104086,0.0688848159462987,0.2811494847369869,0.4188636521505178,0.6389828778155339,91.64956636638708,69.14662202682361,64.40862215407606,102.5063844351419,131.06261968047096,149.69159480774542,0.21416102430020986,-33.70165745856354
2000-02-08,20.5,21.0,19.59375,20.6875,20.6875,8583800,1.0015128593040847,0.1316239316239316,0.1316239316239316,0.1821428571428571,1.128207581664317,5335582.344145567,0.0,0.0015128593040847,0.057670188567536,19.63125,18.9125,16.484375,10.68985615079365,9243220.0,11.848625430549896,0.001511716085321968,0.2813519258333575,0.36852057747706196,0.6384677208213221,91.91034413429526,69.34414312510103,64.5232426283459,109.82596034780703,133.22176453976473,152.57826669954167,0.22138559111841022,-33.14917127071823
2000-02-09,20.6875,21.1875,20.25,21.03125,21.03125,7813600,1.0166163141993958,0.1663778162911611,0.1663778162911611,0.2192028985507246,1.1069294636356848,5312887.787446674,0.0,0.0166163141993958,0.0574004421944165,20.23125,19.1015625,16.6,10.740327380952381,9299910.0,11.90323918516155,0.01647977370771958,0.2807334752443769,0.3620944878365464,0.638500082834354,95.20483258860182,71.67155369790221,65.82694534263604,121.3598406171846,137.58466800469662,157.04612485453032,0.22445024529661095,-3.64963503649635
2000-02-10,21.03125,21.375,20.65625,21.25,21.25,6373600,1.0104011887072808,0.0897435897435896,0.0897435897435896,0.1724137931034481,1.1072887043940614,5352527.616625331,0.0,0.0104011887072807,0.0566527494440699,20.58125,19.2578125,16.7425,10.790550595238095,9177660.0,11.94836531766411,0.010347468525424564,0.27968646646473794,0.35906042508008973,0.6378445854539594,96.84178234664584,73.1830960626116,66.66641822631735,126.31273571221352,138.15232058242069,158.93103457405263,0.23826545729908644,-2.797202797202797
2000-02-11,21.375,22.75,20.90625,22.75,22.75,14933400,1.0705882352941176,0.179902755267423,0.179902755267423,0.205298013245033,1.0567674838179455,5487132.351966737,0.0,0.0705882352941176,0.0578819442756936,21.275,19.4515625,16.9225,10.845982142857142,9547220.0,12.069187085807242,0.06820825002653352,0.28458185554093957,0.3639902916429683,0.6408618503435105,99.44414338411259,81.20567873562226,71.78481205724331,159.96667056484625,161.21785570642365,176.5801084327082,0.28423696023529943,-0.0
2000-02-14,22.40625,22.75,21.0625,21.625,21.625,8745200,0.9505494505494504,0.0468986384266263,0.0468986384266263,0.0712074303405572,1.054671791945975,5335719.266455186,0.0,-0.0494505494505495,0.0576550381843003,21.46875,19.5234375,17.05,10.897941468253968,9234090.0,12.131373980326117,-0.050715092579016297,0.2922019749269557,0.3678941015438168,0.6423490782605566,44.47422233449524,64.35873525305007,63.86425844953494,139.5177756425655,143.2716451222914,165.6332179091865,0.2986777471699149,-20.224719101123593
2000-02-15,21.75,22.375,21.1875,21.75,21.75,8673800,1.0057803468208093,0.0513595166163141,0.0513595166163141,0.1153846153846154,1.0535408699803808,5322839.419737909,0.0,0.0057803468208093,0.0569190828873938,21.68125,19.6359375,17.17,10.950520833333334,9124210.0,12.193060423444003,0.005763704716749807,0.2865726335921818,0.3662628703379121,0.642309817903905,50.54872692908104,65.29213336584067,64.33513357160535,130.22547227300404,134.7905811089984,160.9895884397796,0.3137876702294133,-17.97752808988764
